id,language,buggy_code,fixed_code,description,label,time_to_fix,complexity_score,lines_of_code,bug_type,severity_level,date_reported,date_fixed,fix_status,developer_id
444,C++,cout << Hello;,cout << 'Hello';,Missing quotes around string.,fixed,218,6.37,31,Security,Low,2023-03-28,2023-01-01,In-Progress,4827
445,C++,cout << Hello;,cout << 'Hello';,Missing quotes around string.,buggy,73,4.24,40,Syntax,Critical,2020-08-07,2022-07-21,Pending,4673
446,JavaScript,"let x = 10;
if(x = 5) {console.log('Bug');}","let x = 10;
if(x === 5) {console.log('Bug');}",Incorrect comparison operator.,fixed,188,9.46,8,Runtime,Critical,2022-03-10,2020-04-10,Fixed,4341
447,Python,"def add(a, b): return a - b","def add(a, b): return a + b",Incorrect operator usage.,buggy,291,7.81,17,Compilation,Critical,2020-10-19,2021-01-22,Verified,3795
448,JavaScript,"let x = 10;
if(x = 5) {console.log('Bug');}","let x = 10;
if(x === 5) {console.log('Bug');}",Incorrect comparison operator.,fixed,157,1.54,31,Security,Low,2020-08-14,2021-12-01,Fixed,2007
449,Java,if (x = 5) {System.out.println('Hello');},if (x == 5) {System.out.println('Hello');},Assignment instead of comparison.,buggy,281,6.08,11,Performance,Critical,2024-08-16,2020-10-27,Fixed,2148
450,C++,cout << Hello;,cout << 'Hello';,Missing quotes around string.,fixed,141,8.62,18,Syntax,High,2022-09-09,2020-09-19,Pending,2472
451,Java,if (x = 5) {System.out.println('Hello');},if (x == 5) {System.out.println('Hello');},Assignment instead of comparison.,buggy,233,8.44,14,Logic,Medium,2020-12-08,2021-09-15,Pending,4210
452,Python,"def add(a, b): return a - b","def add(a, b): return a + b",Incorrect operator usage.,fixed,176,8.63,16,Logic,High,2024-10-06,2023-02-12,In-Progress,4603
453,C,"for(int i=0; i<10; i++) printf('%d', i);","for(int i=0; i<10; i++) { printf('%d', i); }",Missing braces in loop.,buggy,259,3.33,12,Security,Medium,2022-05-03,2021-12-31,In-Progress,3459
454,Java,if (x = 5) {System.out.println('Hello');},if (x == 5) {System.out.println('Hello');},Assignment instead of comparison.,fixed,109,4.91,17,Security,Critical,2024-01-28,2023-05-30,Pending,1405
455,Python,"def add(a, b): return a - b","def add(a, b): return a + b",Incorrect operator usage.,buggy,154,3.44,28,Logic,Critical,2022-01-12,2021-06-17,Pending,2996
456,JavaScript,"let x = 10;
if(x = 5) {console.log('Bug');}","let x = 10;
if(x === 5) {console.log('Bug');}",Incorrect comparison operator.,fixed,257,7.95,16,Performance,Critical,2023-10-18,2020-10-21,In-Progress,2698
457,Python,"def add(a, b): return a - b","def add(a, b): return a + b",Incorrect operator usage.,buggy,21,1.23,13,Runtime,Medium,2020-07-06,2020-11-26,In-Progress,3969
458,C,"for(int i=0; i<10; i++) printf('%d', i);","for(int i=0; i<10; i++) { printf('%d', i); }",Missing braces in loop.,fixed,238,5.89,38,Security,High,2023-05-04,2022-07-22,Fixed,1007
459,C++,cout << Hello;,cout << 'Hello';,Missing quotes around string.,buggy,40,1.13,35,Logic,High,2020-12-08,2023-12-02,Pending,4292
460,JavaScript,"let x = 10;
if(x = 5) {console.log('Bug');}","let x = 10;
if(x === 5) {console.log('Bug');}",Incorrect comparison operator.,fixed,181,5.61,25,Compilation,Low,2022-06-30,2023-05-26,In-Progress,1048
461,Python,"def add(a, b): return a - b","def add(a, b): return a + b",Incorrect operator usage.,buggy,221,5.58,11,Compilation,Low,2020-02-13,2021-04-26,In-Progress,2994
462,JavaScript,"let x = 10;
if(x = 5) {console.log('Bug');}","let x = 10;
if(x === 5) {console.log('Bug');}",Incorrect comparison operator.,fixed,184,2.95,33,Syntax,High,2023-06-26,2021-02-08,Verified,2144
463,Python,"def add(a, b): return a - b","def add(a, b): return a + b",Incorrect operator usage.,buggy,40,3.0,23,Syntax,Medium,2022-06-08,2024-04-02,Verified,1957
464,Python,"def add(a, b): return a - b","def add(a, b): return a + b",Incorrect operator usage.,fixed,66,7.02,28,Syntax,Low,2020-11-23,2021-09-20,Verified,1076
465,C,"for(int i=0; i<10; i++) printf('%d', i);","for(int i=0; i<10; i++) { printf('%d', i); }",Missing braces in loop.,buggy,161,6.73,36,Syntax,Low,2020-09-14,2024-08-06,Pending,4650
466,C++,cout << Hello;,cout << 'Hello';,Missing quotes around string.,fixed,81,2.29,21,Performance,High,2023-12-06,2023-05-03,Verified,2047
467,JavaScript,"let x = 10;
if(x = 5) {console.log('Bug');}","let x = 10;
if(x === 5) {console.log('Bug');}",Incorrect comparison operator.,buggy,278,1.13,19,Runtime,Critical,2022-01-22,2023-08-27,Verified,2448
468,C,"for(int i=0; i<10; i++) printf('%d', i);","for(int i=0; i<10; i++) { printf('%d', i); }",Missing braces in loop.,fixed,147,9.4,37,Security,Medium,2022-01-23,2022-12-24,Verified,4286
469,Python,"def add(a, b): return a - b","def add(a, b): return a + b",Incorrect operator usage.,buggy,229,8.81,44,Syntax,High,2023-01-22,2022-04-16,Pending,4891
470,C,"for(int i=0; i<10; i++) printf('%d', i);","for(int i=0; i<10; i++) { printf('%d', i); }",Missing braces in loop.,fixed,111,6.6,40,Runtime,High,2020-04-19,2022-01-08,Verified,1569
471,Python,"def add(a, b): return a - b","def add(a, b): return a + b",Incorrect operator usage.,buggy,51,6.72,6,Logic,Low,2021-06-21,2022-09-07,Verified,3225
472,Python,"def add(a, b): return a - b","def add(a, b): return a + b",Incorrect operator usage.,fixed,112,1.7,46,Performance,Critical,2022-04-27,2023-08-08,In-Progress,1762
473,JavaScript,"let x = 10;
if(x = 5) {console.log('Bug');}","let x = 10;
if(x === 5) {console.log('Bug');}",Incorrect comparison operator.,buggy,185,1.51,42,Compilation,High,2020-03-12,2020-01-08,Fixed,1061
474,Python,"def add(a, b): return a - b","def add(a, b): return a + b",Incorrect operator usage.,fixed,189,7.93,12,Syntax,Medium,2020-09-26,2024-07-19,Pending,4328
475,C,"for(int i=0; i<10; i++) printf('%d', i);","for(int i=0; i<10; i++) { printf('%d', i); }",Missing braces in loop.,buggy,23,4.1,39,Compilation,Low,2023-08-14,2024-06-24,Pending,4361
476,C,"for(int i=0; i<10; i++) printf('%d', i);","for(int i=0; i<10; i++) { printf('%d', i); }",Missing braces in loop.,fixed,25,4.0,50,Runtime,Medium,2023-01-11,2022-06-16,Fixed,2732
477,C,"for(int i=0; i<10; i++) printf('%d', i);","for(int i=0; i<10; i++) { printf('%d', i); }",Missing braces in loop.,buggy,108,8.07,47,Logic,Low,2023-10-30,2024-11-13,In-Progress,3215
478,Java,if (x = 5) {System.out.println('Hello');},if (x == 5) {System.out.println('Hello');},Assignment instead of comparison.,fixed,31,3.18,39,Logic,Critical,2022-09-29,2021-10-20,Fixed,1816
479,C++,cout << Hello;,cout << 'Hello';,Missing quotes around string.,buggy,75,3.23,19,Security,High,2021-12-09,2022-01-28,Pending,3697
480,C,"for(int i=0; i<10; i++) printf('%d', i);","for(int i=0; i<10; i++) { printf('%d', i); }",Missing braces in loop.,fixed,22,4.18,39,Performance,High,2021-11-03,2024-11-14,Pending,3642
481,Python,"def add(a, b): return a - b","def add(a, b): return a + b",Incorrect operator usage.,buggy,187,2.97,12,Syntax,Low,2024-02-13,2024-12-11,Verified,2488
482,Python,"def add(a, b): return a - b","def add(a, b): return a + b",Incorrect operator usage.,fixed,59,5.87,16,Logic,Medium,2022-10-03,2022-12-30,In-Progress,3419
483,C++,cout << Hello;,cout << 'Hello';,Missing quotes around string.,buggy,46,8.38,16,Compilation,High,2022-10-20,2024-08-01,Pending,2947
484,C,"for(int i=0; i<10; i++) printf('%d', i);","for(int i=0; i<10; i++) { printf('%d', i); }",Missing braces in loop.,fixed,180,7.44,13,Performance,High,2021-02-25,2021-02-07,Verified,3882
485,C,"for(int i=0; i<10; i++) printf('%d', i);","for(int i=0; i<10; i++) { printf('%d', i); }",Missing braces in loop.,buggy,184,4.96,48,Runtime,Critical,2023-08-16,2020-06-05,In-Progress,4913
486,C,"for(int i=0; i<10; i++) printf('%d', i);","for(int i=0; i<10; i++) { printf('%d', i); }",Missing braces in loop.,fixed,100,3.03,10,Performance,Low,2023-01-28,2021-07-08,In-Progress,4721
487,Java,if (x = 5) {System.out.println('Hello');},if (x == 5) {System.out.println('Hello');},Assignment instead of comparison.,buggy,209,4.85,39,Syntax,High,2024-05-17,2023-09-14,Fixed,1462
488,JavaScript,"let x = 10;
if(x = 5) {console.log('Bug');}","let x = 10;
if(x === 5) {console.log('Bug');}",Incorrect comparison operator.,fixed,198,3.19,6,Syntax,Medium,2024-07-29,2020-11-28,Verified,4444
489,Python,"def add(a, b): return a - b","def add(a, b): return a + b",Incorrect operator usage.,buggy,123,3.12,28,Syntax,High,2024-07-17,2021-12-20,Verified,1239
490,Java,if (x = 5) {System.out.println('Hello');},if (x == 5) {System.out.println('Hello');},Assignment instead of comparison.,fixed,140,8.67,18,Compilation,High,2022-01-21,2021-11-01,Pending,1154
491,Java,if (x = 5) {System.out.println('Hello');},if (x == 5) {System.out.println('Hello');},Assignment instead of comparison.,buggy,187,2.05,8,Logic,Medium,2020-10-10,2020-05-17,In-Progress,4145
492,Python,"def add(a, b): return a - b","def add(a, b): return a + b",Incorrect operator usage.,fixed,293,9.52,18,Compilation,High,2021-10-19,2021-02-22,Fixed,2405
493,C,"for(int i=0; i<10; i++) printf('%d', i);","for(int i=0; i<10; i++) { printf('%d', i); }",Missing braces in loop.,buggy,73,8.93,42,Performance,Medium,2024-05-07,2022-12-20,Pending,1506
494,JavaScript,"let x = 10;
if(x = 5) {console.log('Bug');}","let x = 10;
if(x === 5) {console.log('Bug');}",Incorrect comparison operator.,fixed,264,6.67,42,Security,Critical,2023-05-05,2024-10-27,Pending,1728
495,C++,cout << Hello;,cout << 'Hello';,Missing quotes around string.,buggy,74,5.49,38,Performance,Low,2024-06-05,2023-04-01,In-Progress,2469
496,C++,cout << Hello;,cout << 'Hello';,Missing quotes around string.,fixed,197,7.6,18,Security,Critical,2024-07-31,2020-01-13,Pending,3230
497,JavaScript,"let x = 10;
if(x = 5) {console.log('Bug');}","let x = 10;
if(x === 5) {console.log('Bug');}",Incorrect comparison operator.,buggy,152,5.3,21,Runtime,Low,2024-02-26,2020-02-24,Verified,2546
498,Python,"def add(a, b): return a - b","def add(a, b): return a + b",Incorrect operator usage.,fixed,278,1.54,39,Performance,Low,2021-07-25,2022-11-14,In-Progress,4618
499,C++,cout << Hello;,cout << 'Hello';,Missing quotes around string.,buggy,85,7.99,30,Logic,Critical,2023-11-05,2021-07-06,Fixed,2252
500,C++,cout << Hello;,cout << 'Hello';,Missing quotes around string.,fixed,161,5.39,6,Runtime,Low,2023-10-06,2024-02-15,Verified,1229
501,C++,cout << Hello;,cout << 'Hello';,Missing quotes around string.,buggy,183,6.02,12,Performance,Medium,2020-09-06,2021-01-14,Pending,4877
502,Java,if (x = 5) {System.out.println('Hello');},if (x == 5) {System.out.println('Hello');},Assignment instead of comparison.,fixed,42,5.99,17,Syntax,Low,2024-07-15,2021-04-02,In-Progress,4780
503,Python,"def add(a, b): return a - b","def add(a, b): return a + b",Incorrect operator usage.,buggy,218,3.23,6,Security,Medium,2021-01-27,2023-03-15,Pending,2699
504,C,"for(int i=0; i<10; i++) printf('%d', i);","for(int i=0; i<10; i++) { printf('%d', i); }",Missing braces in loop.,fixed,237,8.02,33,Security,Critical,2021-09-27,2024-05-30,Fixed,4406
505,C++,cout << Hello;,cout << 'Hello';,Missing quotes around string.,buggy,201,5.48,41,Syntax,Critical,2022-12-16,2021-08-06,Fixed,2719
506,C,"for(int i=0; i<10; i++) printf('%d', i);","for(int i=0; i<10; i++) { printf('%d', i); }",Missing braces in loop.,fixed,267,1.95,25,Runtime,Critical,2023-12-14,2021-11-16,Pending,4921
507,JavaScript,"let x = 10;
if(x = 5) {console.log('Bug');}","let x = 10;
if(x === 5) {console.log('Bug');}",Incorrect comparison operator.,buggy,150,9.22,34,Security,Low,2020-11-26,2024-04-30,Fixed,3835
508,C++,cout << Hello;,cout << 'Hello';,Missing quotes around string.,fixed,79,2.41,50,Runtime,Medium,2020-10-04,2020-04-09,In-Progress,4038
509,C,"for(int i=0; i<10; i++) printf('%d', i);","for(int i=0; i<10; i++) { printf('%d', i); }",Missing braces in loop.,buggy,38,9.65,12,Compilation,High,2024-09-12,2022-07-15,In-Progress,3334
510,JavaScript,"let x = 10;
if(x = 5) {console.log('Bug');}","let x = 10;
if(x === 5) {console.log('Bug');}",Incorrect comparison operator.,fixed,60,9.43,27,Logic,Critical,2023-05-13,2020-04-10,In-Progress,4462
511,JavaScript,"let x = 10;
if(x = 5) {console.log('Bug');}","let x = 10;
if(x === 5) {console.log('Bug');}",Incorrect comparison operator.,buggy,68,7.38,32,Syntax,Medium,2020-09-05,2020-03-19,Pending,3876
512,Python,"def add(a, b): return a - b","def add(a, b): return a + b",Incorrect operator usage.,fixed,189,7.1,23,Logic,Medium,2024-11-15,2022-04-07,In-Progress,4680
513,JavaScript,"let x = 10;
if(x = 5) {console.log('Bug');}","let x = 10;
if(x === 5) {console.log('Bug');}",Incorrect comparison operator.,buggy,268,2.76,35,Performance,Low,2024-11-10,2024-09-05,Fixed,1274
514,Python,"def add(a, b): return a - b","def add(a, b): return a + b",Incorrect operator usage.,fixed,153,8.13,21,Compilation,Critical,2024-08-29,2023-03-03,Fixed,2020
515,C++,cout << Hello;,cout << 'Hello';,Missing quotes around string.,buggy,89,3.96,49,Runtime,Critical,2021-05-12,2023-03-27,Verified,1442
516,Java,if (x = 5) {System.out.println('Hello');},if (x == 5) {System.out.println('Hello');},Assignment instead of comparison.,fixed,298,6.22,43,Security,Medium,2021-03-10,2024-08-09,In-Progress,2734
517,C,"for(int i=0; i<10; i++) printf('%d', i);","for(int i=0; i<10; i++) { printf('%d', i); }",Missing braces in loop.,buggy,198,6.8,45,Runtime,Medium,2020-06-19,2020-12-02,Verified,3777
518,C,"for(int i=0; i<10; i++) printf('%d', i);","for(int i=0; i<10; i++) { printf('%d', i); }",Missing braces in loop.,fixed,258,7.02,11,Logic,High,2023-10-13,2022-08-30,Fixed,1363
519,C,"for(int i=0; i<10; i++) printf('%d', i);","for(int i=0; i<10; i++) { printf('%d', i); }",Missing braces in loop.,buggy,126,9.41,18,Compilation,High,2024-02-12,2024-10-22,Verified,1196
520,C,"for(int i=0; i<10; i++) printf('%d', i);","for(int i=0; i<10; i++) { printf('%d', i); }",Missing braces in loop.,fixed,80,5.86,40,Performance,Critical,2024-09-18,2024-06-07,Verified,4916
521,Python,"def add(a, b): return a - b","def add(a, b): return a + b",Incorrect operator usage.,buggy,202,9.58,25,Runtime,Medium,2024-02-18,2020-12-02,In-Progress,3037
522,Java,if (x = 5) {System.out.println('Hello');},if (x == 5) {System.out.println('Hello');},Assignment instead of comparison.,fixed,63,9.82,43,Performance,Low,2024-03-17,2021-01-04,Pending,2651
523,C,"for(int i=0; i<10; i++) printf('%d', i);","for(int i=0; i<10; i++) { printf('%d', i); }",Missing braces in loop.,buggy,164,4.45,28,Syntax,Medium,2020-07-04,2022-09-04,In-Progress,4312
524,C++,cout << Hello;,cout << 'Hello';,Missing quotes around string.,fixed,144,9.98,7,Logic,Critical,2024-12-22,2020-12-15,Verified,3285
525,C,"for(int i=0; i<10; i++) printf('%d', i);","for(int i=0; i<10; i++) { printf('%d', i); }",Missing braces in loop.,buggy,187,4.75,39,Runtime,Critical,2023-07-03,2021-12-20,Verified,1546
526,Java,if (x = 5) {System.out.println('Hello');},if (x == 5) {System.out.println('Hello');},Assignment instead of comparison.,fixed,257,8.17,22,Syntax,Medium,2023-12-18,2022-01-29,Verified,2229
527,Python,"def add(a, b): return a - b","def add(a, b): return a + b",Incorrect operator usage.,buggy,283,3.34,33,Logic,Critical,2021-10-10,2021-03-22,Verified,1054
528,C++,cout << Hello;,cout << 'Hello';,Missing quotes around string.,fixed,15,8.05,38,Logic,Critical,2023-08-14,2023-02-14,Fixed,3220
529,Python,"def add(a, b): return a - b","def add(a, b): return a + b",Incorrect operator usage.,buggy,264,3.67,15,Runtime,Critical,2024-01-31,2022-11-20,In-Progress,1550
530,JavaScript,"let x = 10;
if(x = 5) {console.log('Bug');}","let x = 10;
if(x === 5) {console.log('Bug');}",Incorrect comparison operator.,fixed,172,6.47,31,Logic,High,2023-06-21,2024-11-05,Pending,2249
531,C,"for(int i=0; i<10; i++) printf('%d', i);","for(int i=0; i<10; i++) { printf('%d', i); }",Missing braces in loop.,buggy,254,6.92,45,Runtime,Low,2024-04-26,2024-05-12,Verified,3935
532,C++,cout << Hello;,cout << 'Hello';,Missing quotes around string.,fixed,49,3.62,32,Compilation,Medium,2022-04-29,2024-02-05,Verified,4495
533,Python,"def add(a, b): return a - b","def add(a, b): return a + b",Incorrect operator usage.,buggy,26,8.07,50,Syntax,Medium,2022-01-07,2023-06-04,In-Progress,4201
534,C++,cout << Hello;,cout << 'Hello';,Missing quotes around string.,fixed,66,3.08,27,Performance,Low,2023-10-14,2021-09-08,In-Progress,2539
535,Java,if (x = 5) {System.out.println('Hello');},if (x == 5) {System.out.println('Hello');},Assignment instead of comparison.,buggy,225,7.81,25,Runtime,Critical,2023-06-22,2024-03-09,Pending,4272
536,C++,cout << Hello;,cout << 'Hello';,Missing quotes around string.,fixed,168,2.3,48,Security,Low,2021-12-11,2022-03-09,Pending,3703
537,Java,if (x = 5) {System.out.println('Hello');},if (x == 5) {System.out.println('Hello');},Assignment instead of comparison.,buggy,240,7.56,16,Syntax,Critical,2022-06-25,2020-04-27,Pending,3289
538,JavaScript,"let x = 10;
if(x = 5) {console.log('Bug');}","let x = 10;
if(x === 5) {console.log('Bug');}",Incorrect comparison operator.,fixed,268,8.46,40,Performance,Medium,2020-06-26,2020-08-01,Fixed,3259
539,C,"for(int i=0; i<10; i++) printf('%d', i);","for(int i=0; i<10; i++) { printf('%d', i); }",Missing braces in loop.,buggy,193,3.24,42,Security,Low,2023-06-22,2022-08-07,Verified,4805
540,JavaScript,"let x = 10;
if(x = 5) {console.log('Bug');}","let x = 10;
if(x === 5) {console.log('Bug');}",Incorrect comparison operator.,fixed,216,7.21,48,Security,Critical,2021-10-21,2023-11-11,Pending,2167
541,JavaScript,"let x = 10;
if(x = 5) {console.log('Bug');}","let x = 10;
if(x === 5) {console.log('Bug');}",Incorrect comparison operator.,buggy,88,8.32,28,Performance,Critical,2024-04-17,2024-03-24,Verified,3751
542,C++,cout << Hello;,cout << 'Hello';,Missing quotes around string.,fixed,179,3.33,30,Performance,High,2023-12-23,2021-11-10,Verified,2661
543,JavaScript,"let x = 10;
if(x = 5) {console.log('Bug');}","let x = 10;
if(x === 5) {console.log('Bug');}",Incorrect comparison operator.,buggy,276,7.44,23,Runtime,High,2023-11-25,2020-07-27,Pending,2379
544,Java,if (x = 5) {System.out.println('Hello');},if (x == 5) {System.out.println('Hello');},Assignment instead of comparison.,fixed,15,9.92,48,Runtime,Critical,2023-05-08,2024-10-21,In-Progress,4911
545,JavaScript,"let x = 10;
if(x = 5) {console.log('Bug');}","let x = 10;
if(x === 5) {console.log('Bug');}",Incorrect comparison operator.,buggy,138,4.62,37,Logic,Low,2023-12-27,2022-11-22,Verified,4503
546,Java,if (x = 5) {System.out.println('Hello');},if (x == 5) {System.out.println('Hello');},Assignment instead of comparison.,fixed,34,4.86,13,Security,High,2024-07-17,2020-02-24,Pending,2223
547,Python,"def add(a, b): return a - b","def add(a, b): return a + b",Incorrect operator usage.,buggy,99,8.55,45,Logic,Low,2024-06-20,2024-07-28,Verified,4241
548,C,"for(int i=0; i<10; i++) printf('%d', i);","for(int i=0; i<10; i++) { printf('%d', i); }",Missing braces in loop.,fixed,200,4.84,20,Compilation,Medium,2021-09-11,2023-04-14,Pending,2617
549,C,"for(int i=0; i<10; i++) printf('%d', i);","for(int i=0; i<10; i++) { printf('%d', i); }",Missing braces in loop.,buggy,218,3.1,37,Logic,Critical,2020-05-31,2021-08-02,Fixed,2060
550,Python,"def add(a, b): return a - b","def add(a, b): return a + b",Incorrect operator usage.,fixed,204,1.05,39,Runtime,Critical,2021-09-19,2023-01-02,Verified,2199
551,Python,"def add(a, b): return a - b","def add(a, b): return a + b",Incorrect operator usage.,buggy,144,8.54,5,Logic,Critical,2024-10-08,2023-04-01,Fixed,1896
552,C++,cout << Hello;,cout << 'Hello';,Missing quotes around string.,fixed,172,8.46,15,Logic,Medium,2023-05-17,2021-08-01,Pending,2078
553,C,"for(int i=0; i<10; i++) printf('%d', i);","for(int i=0; i<10; i++) { printf('%d', i); }",Missing braces in loop.,buggy,217,2.35,31,Performance,Critical,2023-01-12,2020-06-30,Verified,1354
554,C,"for(int i=0; i<10; i++) printf('%d', i);","for(int i=0; i<10; i++) { printf('%d', i); }",Missing braces in loop.,fixed,66,2.17,47,Security,Low,2021-12-08,2024-07-12,Fixed,1033
555,Java,if (x = 5) {System.out.println('Hello');},if (x == 5) {System.out.println('Hello');},Assignment instead of comparison.,buggy,146,1.61,25,Logic,High,2022-11-09,2022-05-06,In-Progress,3626
556,C++,cout << Hello;,cout << 'Hello';,Missing quotes around string.,fixed,231,7.31,39,Logic,High,2020-01-03,2024-01-19,Verified,2913
557,C++,cout << Hello;,cout << 'Hello';,Missing quotes around string.,buggy,125,5.6,11,Compilation,High,2024-02-28,2020-08-05,Pending,1869
558,Python,"def add(a, b): return a - b","def add(a, b): return a + b",Incorrect operator usage.,fixed,281,3.82,49,Syntax,Critical,2023-06-28,2021-08-12,Fixed,1901
559,C,"for(int i=0; i<10; i++) printf('%d', i);","for(int i=0; i<10; i++) { printf('%d', i); }",Missing braces in loop.,buggy,193,1.57,17,Runtime,Medium,2024-05-26,2021-12-29,Fixed,1874
560,Java,if (x = 5) {System.out.println('Hello');},if (x == 5) {System.out.println('Hello');},Assignment instead of comparison.,fixed,15,8.06,27,Logic,Medium,2024-02-21,2021-11-07,Verified,2204
561,C,"for(int i=0; i<10; i++) printf('%d', i);","for(int i=0; i<10; i++) { printf('%d', i); }",Missing braces in loop.,buggy,81,2.81,44,Syntax,High,2023-06-10,2024-11-18,Verified,2410
562,Python,"def add(a, b): return a - b","def add(a, b): return a + b",Incorrect operator usage.,fixed,247,4.32,23,Runtime,Critical,2022-11-28,2023-09-28,Pending,2191
563,C,"for(int i=0; i<10; i++) printf('%d', i);","for(int i=0; i<10; i++) { printf('%d', i); }",Missing braces in loop.,buggy,135,9.61,41,Performance,Medium,2020-04-09,2021-03-27,In-Progress,1919
564,C++,cout << Hello;,cout << 'Hello';,Missing quotes around string.,fixed,246,4.65,17,Compilation,High,2021-07-03,2021-02-25,Pending,3541
565,Python,"def add(a, b): return a - b","def add(a, b): return a + b",Incorrect operator usage.,buggy,81,3.11,25,Syntax,Medium,2020-11-04,2022-04-01,In-Progress,3577
566,C++,cout << Hello;,cout << 'Hello';,Missing quotes around string.,fixed,245,2.55,39,Performance,High,2020-03-12,2024-02-08,Verified,1106
567,Java,if (x = 5) {System.out.println('Hello');},if (x == 5) {System.out.println('Hello');},Assignment instead of comparison.,buggy,207,3.53,21,Logic,Low,2024-01-29,2023-04-02,Verified,4092
568,Java,if (x = 5) {System.out.println('Hello');},if (x == 5) {System.out.println('Hello');},Assignment instead of comparison.,fixed,299,3.81,22,Security,Critical,2023-12-24,2023-02-21,In-Progress,4822
569,Java,if (x = 5) {System.out.println('Hello');},if (x == 5) {System.out.println('Hello');},Assignment instead of comparison.,buggy,198,2.42,33,Syntax,Low,2024-10-16,2024-12-04,Verified,1507
570,Java,if (x = 5) {System.out.println('Hello');},if (x == 5) {System.out.println('Hello');},Assignment instead of comparison.,fixed,224,3.48,44,Logic,Medium,2023-06-26,2023-04-26,Pending,3440
571,C++,cout << Hello;,cout << 'Hello';,Missing quotes around string.,buggy,128,1.66,16,Security,Critical,2022-02-27,2023-04-09,Verified,1406
572,C,"for(int i=0; i<10; i++) printf('%d', i);","for(int i=0; i<10; i++) { printf('%d', i); }",Missing braces in loop.,fixed,35,9.95,11,Compilation,Critical,2022-06-07,2024-12-09,In-Progress,1662
573,C,"for(int i=0; i<10; i++) printf('%d', i);","for(int i=0; i<10; i++) { printf('%d', i); }",Missing braces in loop.,buggy,186,5.24,41,Runtime,Low,2021-02-06,2021-10-31,Fixed,4128
574,C,"for(int i=0; i<10; i++) printf('%d', i);","for(int i=0; i<10; i++) { printf('%d', i); }",Missing braces in loop.,fixed,27,5.99,8,Runtime,Medium,2023-08-05,2020-04-14,Verified,2678
575,C,"for(int i=0; i<10; i++) printf('%d', i);","for(int i=0; i<10; i++) { printf('%d', i); }",Missing braces in loop.,buggy,182,5.18,37,Security,Critical,2020-11-24,2020-04-24,Fixed,2706
576,C,"for(int i=0; i<10; i++) printf('%d', i);","for(int i=0; i<10; i++) { printf('%d', i); }",Missing braces in loop.,fixed,236,3.3,39,Syntax,High,2020-12-15,2022-11-27,In-Progress,2503
577,Java,if (x = 5) {System.out.println('Hello');},if (x == 5) {System.out.println('Hello');},Assignment instead of comparison.,buggy,224,5.41,29,Performance,High,2020-11-24,2022-05-22,Verified,3181
578,Java,if (x = 5) {System.out.println('Hello');},if (x == 5) {System.out.println('Hello');},Assignment instead of comparison.,fixed,277,5.61,43,Compilation,High,2024-12-10,2022-04-18,Fixed,4897
579,JavaScript,"let x = 10;
if(x = 5) {console.log('Bug');}","let x = 10;
if(x === 5) {console.log('Bug');}",Incorrect comparison operator.,buggy,260,6.81,30,Security,Low,2024-04-22,2021-09-10,Pending,1882
580,C++,cout << Hello;,cout << 'Hello';,Missing quotes around string.,fixed,73,6.59,45,Syntax,High,2020-09-16,2022-06-27,Verified,4861
581,C,"for(int i=0; i<10; i++) printf('%d', i);","for(int i=0; i<10; i++) { printf('%d', i); }",Missing braces in loop.,buggy,136,6.65,26,Syntax,Low,2020-05-28,2023-01-06,Pending,3788
582,Java,if (x = 5) {System.out.println('Hello');},if (x == 5) {System.out.println('Hello');},Assignment instead of comparison.,fixed,153,1.92,15,Logic,Medium,2020-05-22,2022-01-04,In-Progress,2901
583,C,"for(int i=0; i<10; i++) printf('%d', i);","for(int i=0; i<10; i++) { printf('%d', i); }",Missing braces in loop.,buggy,69,9.39,48,Security,Critical,2022-02-22,2024-03-14,Pending,4408
584,C,"for(int i=0; i<10; i++) printf('%d', i);","for(int i=0; i<10; i++) { printf('%d', i); }",Missing braces in loop.,fixed,132,3.25,48,Runtime,Low,2020-05-27,2020-08-09,Verified,2410
585,JavaScript,"let x = 10;
if(x = 5) {console.log('Bug');}","let x = 10;
if(x === 5) {console.log('Bug');}",Incorrect comparison operator.,buggy,56,2.18,50,Performance,High,2020-05-28,2022-10-02,Pending,1667
586,C++,cout << Hello;,cout << 'Hello';,Missing quotes around string.,fixed,118,2.94,49,Logic,Critical,2023-03-28,2022-11-30,Fixed,2680
587,JavaScript,"let x = 10;
if(x = 5) {console.log('Bug');}","let x = 10;
if(x === 5) {console.log('Bug');}",Incorrect comparison operator.,buggy,234,8.7,5,Compilation,Medium,2021-01-10,2023-02-24,Fixed,4588
588,C++,cout << Hello;,cout << 'Hello';,Missing quotes around string.,fixed,222,3.53,30,Syntax,Low,2024-07-29,2021-06-23,Pending,2953
589,C,"for(int i=0; i<10; i++) printf('%d', i);","for(int i=0; i<10; i++) { printf('%d', i); }",Missing braces in loop.,buggy,300,7.23,33,Compilation,Low,2024-05-09,2023-11-15,Pending,4684
590,Java,if (x = 5) {System.out.println('Hello');},if (x == 5) {System.out.println('Hello');},Assignment instead of comparison.,fixed,115,6.08,41,Runtime,Low,2023-04-21,2023-05-17,Fixed,4111
591,C,"for(int i=0; i<10; i++) printf('%d', i);","for(int i=0; i<10; i++) { printf('%d', i); }",Missing braces in loop.,buggy,157,4.62,15,Compilation,Medium,2023-12-05,2024-03-12,Fixed,4960
